obs_id,session,trip_direction,bus_company,scenario_id,policy,signal_pattern,traffic_condition,crowding_level,stop_sequence,stop_key,stop_label,coordinates,stop_kind,arrived_at_stop_time,dwell_at_stop_s,departed_stop_time,leg_travel_before_stop_s,stop_timeline_source
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:06,16.7,06:03:22,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:30,83.2,06:04:53,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:58,16.7,06:06:14,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:22,16.7,06:06:38,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:14,16.7,06:09:30,156.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:41,83.2,06:11:04,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:11:34,39.1,06:12:13,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,83.2,06:04:52,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:57,16.7,06:06:13,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:06:21,16.7,06:06:37,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:09:13,16.7,06:09:29,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:40,180.0,06:12:40,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,G-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:13:10,39.1,06:13:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,17.6,06:02:17,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:02:51,9.2,06:03:00,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:08,60.0,06:04:08,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:13,9.2,06:05:22,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:30,9.2,06:05:39,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:15,9.2,06:08:24,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:35,83.2,06:09:58,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-G,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:10:28,21.5,06:10:49,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,16.7,06:03:21,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:29,60.0,06:04:29,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,3,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:34,16.7,06:05:50,65.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,4,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:58,16.7,06:06:14,8.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,5,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:50,16.7,06:09:06,156.8,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,6,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:17,180.0,06:12:17,11.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,A_transit,transit_all_stops,R-R,Light,Medium,7,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:47,39.1,06:13:26,30.5,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,E_optimized_transit,optimized_transit,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,E_optimized_transit,optimized_transit,G-G,Light,Medium,1,rcbc,RCBC Bank (informal),"14.322737, 120.941631",informal,06:03:05,8.0,06:03:12,34.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,E_optimized_transit,optimized_transit,G-G,Light,Medium,2,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:20,83.2,06:04:43,8.1,schedule_aligned_to_uxsim_e2e
